Date;Shop;Article;Sold;Revenue
23.05.2019;Superstore Wiesbaden;Jaytec DJT-20;2;179,80
23.05.2019;Superstore Wiesbaden;Kodak Zx3 Playsport;43;5589,57
23.05.2019;Superstore Wiesbaden;LG RH-T 298;13;5329,87
23.05.2019;Superstore Wiesbaden;Miele Softtronic T 7744 C;46;34454,00
23.05.2019;Superstore Wiesbaden;Miele Softtronic W 3241 WPS;32;25600,00
23.05.2019;Superstore Wiesbaden;Numark TT1650;33;4916,67
23.05.2019;Superstore Wiesbaden;Onkyo DX-7355;46;6439,54
23.05.2019;Superstore Wiesbaden;Panasonic HDC-SD707;3;2339,97
23.05.2019;Superstore Wiesbaden;Pioneer DVR-550HX;37;17389,63
23.05.2019;Superstore Wiesbaden;Samsung DVD-SR275;13;1039,87
23.05.2019;Superstore Wiesbaden;Sony CDP-XE370;46;6481,40
23.05.2019;Superstore Wiesbaden;Sony HDR-CX115;47;18752,53
23.05.2019;Superstore Wiesbaden;Sony PS-LX 300 USB;44;6072,00
23.05.2019;Superstore Wiesbaden;Technics SL-1210 MK5;23;13777,00
23.05.2019;Superstore Wiesbaden;Toshiba Camileo S20;30;2999,70
23.05.2019;Superstore Wiesbaden;Wolf-Garten 2.34 E;30;4470,00
23.05.2019;Superstore Wiesbaden;Wolf-Garten Campus 1000 V;3;269,70
23.05.2019;Superstore Wiesbaden;Yamaha CDX-497;42;10079,58
24.05.2019;Superstore Berlin;AEG Öko Lavatherm 59850 Sensidry;8;7992,00
24.05.2019;Superstore Berlin;AEG Öko-Lavamat Öko Plus 1400;23;13777,00
24.05.2019;Superstore Berlin;Bauknecht TK Care 6B;30;8399,40
24.05.2019;Superstore Berlin;Bauknecht WA Sensitive 36 DI;9;3149,10
24.05.2019;Superstore Berlin;BenQ DE350P;3;809,97
24.05.2019;Superstore Berlin;Bosch Rotak 43 LI (Modell 2009);46;18354,00
24.05.2019;Superstore Berlin;Bosch WAE 2834P;2;998,00
24.05.2019;Superstore Berlin;Bosch WTE 84301;46;20654,00
24.05.2019;Superstore Berlin;Brill 28 VE/RL;25;3475,00
24.05.2019;Superstore Berlin;Denon DCD-710AE;39;14391,00
24.05.2019;Superstore Berlin;Einhell RPM 56 S-MS;43;12899,57
24.05.2019;Superstore Berlin;Gardena CS Vertikutier-Boy (3395-20);10;499,00
24.05.2019;Superstore Berlin;Gardena PowerMax 42 E;35;6999,65
24.05.2019;Superstore Berlin;Güde GV 2400 SL;25;6225,00
24.05.2019;Superstore Berlin;Jaytec DJT-20;26;2337,40
24.05.2019;Superstore Berlin;Kodak Zx3 Playsport;39;5069,61
24.05.2019;Superstore Berlin;LG RH-T 298;12;4919,88
24.05.2019;Superstore Berlin;Miele Softtronic T 7744 C;8;5992,00
24.05.2019;Superstore Berlin;Miele Softtronic W 3241 WPS;26;20800,00
24.05.2019;Superstore Berlin;Numark TT1650;13;1936,87
24.05.2019;Superstore Berlin;Onkyo DX-7355;38;5319,62
24.05.2019;Superstore Berlin;Panasonic HDC-SD707;42;32759,58
24.05.2019;Superstore Berlin;Pioneer DVR-550HX;2;939,98
24.05.2019;Superstore Berlin;Samsung DVD-SR275;26;2079,74
24.05.2019;Superstore Berlin;Sony CDP-XE370;43;6058,70
24.05.2019;Superstore Berlin;Sony HDR-CX115;48;19151,52
24.05.2019;Superstore Berlin;Sony PS-LX 300 USB;14;1932,00
24.05.2019;Superstore Berlin;Technics SL-1210 MK5;38;22762,00
24.05.2019;Superstore Berlin;Toshiba Camileo S20;11;1099,89
24.05.2019;Superstore Berlin;Wolf-Garten 2.34 E;19;2831,00
24.05.2019;Superstore Berlin;Wolf-Garten Campus 1000 V;1;89,90
24.05.2019;Superstore Berlin;Yamaha CDX-497;31;7439,69
24.05.2019;Superstore Bremen;AEG Öko Lavatherm 59850 Sensidry;32;31968,00
24.05.2019;Superstore Bremen;AEG Öko-Lavamat Öko Plus 1400;8;4792,00
24.05.2019;Superstore Bremen;Bauknecht TK Care 6B;24;6719,52
24.05.2019;Superstore Bremen;Bauknecht WA Sensitive 36 DI;20;6998,00
24.05.2019;Superstore Bremen;BenQ DE350P;3;809,97
24.05.2019;Superstore Bremen;Bosch Rotak 43 LI (Modell 2009);39;15561,00
24.05.2019;Superstore Bremen;Bosch WAE 2834P;8;3992,00
24.05.2019;Superstore Bremen;Bosch WTE 84301;22;9878,00
24.05.2019;Superstore Bremen;Brill 28 VE/RL;13;1807,00
24.05.2019;Superstore Bremen;Denon DCD-710AE;16;5904,00
24.05.2019;Superstore Bremen;Einhell RPM 56 S-MS;33;9899,67
24.05.2019;Superstore Bremen;Gardena CS Vertikutier-Boy (3395-20);13;648,70
24.05.2019;Superstore Bremen;Gardena PowerMax 42 E;23;4599,77
24.05.2019;Superstore Bremen;Güde GV 2400 SL;28;6972,00
24.05.2019;Superstore Bremen;Jaytec DJT-20;15;1348,50
24.05.2019;Superstore Bremen;Kodak Zx3 Playsport;0;0,00
24.05.2019;Superstore Bremen;LG RH-T 298;12;4919,88
24.05.2019;Superstore Bremen;Miele Softtronic T 7744 C;32;23968,00
24.05.2019;Superstore Bremen;Miele Softtronic W 3241 WPS;28;22400,00
24.05.2019;Superstore Bremen;Numark TT1650;7;1042,93
24.05.2019;Superstore Bremen;Onkyo DX-7355;26;3639,74
24.05.2019;Superstore Bremen;Panasonic HDC-SD707;5;3899,95
24.05.2019;Superstore Bremen;Pioneer DVR-550HX;16;7519,84
24.05.2019;Superstore Bremen;Samsung DVD-SR275;45;3599,55
24.05.2019;Superstore Bremen;Sony CDP-XE370;25;3522,50
24.05.2019;Superstore Bremen;Sony HDR-CX115;4;1595,96
24.05.2019;Superstore Bremen;Sony PS-LX 300 USB;36;4968,00
24.05.2019;Superstore Bremen;Technics SL-1210 MK5;23;13777,00
24.05.2019;Superstore Bremen;Toshiba Camileo S20;46;4599,54
24.05.2019;Superstore Bremen;Wolf-Garten 2.34 E;12;1788,00
24.05.2019;Superstore Bremen;Wolf-Garten Campus 1000 V;12;1078,80
24.05.2019;Superstore Bremen;Yamaha CDX-497;18;4319,82
24.05.2019;Superstore Dresden;AEG Öko Lavatherm 59850 Sensidry;20;19980,00
24.05.2019;Superstore Dresden;AEG Öko-Lavamat Öko Plus 1400;27;16173,00
24.05.2019;Superstore Dresden;Bauknecht TK Care 6B;11;3079,78
24.05.2019;Superstore Dresden;Bauknecht WA Sensitive 36 DI;13;4548,70
24.05.2019;Superstore Dresden;BenQ DE350P;22;5939,78
24.05.2019;Superstore Dresden;Bosch Rotak 43 LI (Modell 2009);25;9975,00
24.05.2019;Superstore Dresden;Bosch WAE 2834P;9;4491,00
24.05.2019;Superstore Dresden;Bosch WTE 84301;26;11674,00
24.05.2019;Superstore Dresden;Brill 28 VE/RL;5;695,00
24.05.2019;Superstore Dresden;Denon DCD-710AE;13;4797,00
24.05.2019;Superstore Dresden;Einhell RPM 56 S-MS;3;899,97
24.05.2019;Superstore Dresden;Gardena CS Vertikutier-Boy (3395-20);13;648,70
24.05.2019;Superstore Dresden;Gardena PowerMax 42 E;5;999,95
24.05.2019;Superstore Dresden;Güde GV 2400 SL;42;10458,00
24.05.2019;Superstore Dresden;Jaytec DJT-20;6;539,40
24.05.2019;Superstore Dresden;Kodak Zx3 Playsport;22;2859,78
24.05.2019;Superstore Dresden;LG RH-T 298;42;17219,58
24.05.2019;Superstore Dresden;Miele Softtronic T 7744 C;6;4494,00
24.05.2019;Superstore Dresden;Miele Softtronic W 3241 WPS;46;36800,00
24.05.2019;Superstore Dresden;Numark TT1650;17;2532,83
24.05.2019;Superstore Dresden;Onkyo DX-7355;34;4759,66
24.05.2019;Superstore Dresden;Panasonic HDC-SD707;26;20279,74
24.05.2019;Superstore Dresden;Pioneer DVR-550HX;36;16919,64
24.05.2019;Superstore Dresden;Samsung DVD-SR275;13;1039,87
24.05.2019;Superstore Dresden;Sony CDP-XE370;37;5213,30
24.05.2019;Superstore Dresden;Sony HDR-CX115;42;16757,58
24.05.2019;Superstore Dresden;Sony PS-LX 300 USB;48;6624,00
24.05.2019;Superstore Dresden;Technics SL-1210 MK5;17;10183,00
24.05.2019;Superstore Dresden;Toshiba Camileo S20;29;2899,71
24.05.2019;Superstore Dresden;Wolf-Garten 2.34 E;39;5811,00
24.05.2019;Superstore Dresden;Wolf-Garten Campus 1000 V;8;719,20
24.05.2019;Superstore Dresden;Yamaha CDX-497;37;8879,63
24.05.2019;Superstore Düsseldorf;AEG Öko Lavatherm 59850 Sensidry;9;8991,00
24.05.2019;Superstore Düsseldorf;AEG Öko-Lavamat Öko Plus 1400;2;1198,00
24.05.2019;Superstore Düsseldorf;Bauknecht TK Care 6B;8;2239,84
24.05.2019;Superstore Düsseldorf;Bauknecht WA Sensitive 36 DI;18;6298,20
24.05.2019;Superstore Düsseldorf;BenQ DE350P;22;5939,78
24.05.2019;Superstore Düsseldorf;Bosch Rotak 43 LI (Modell 2009);3;1197,00
24.05.2019;Superstore Düsseldorf;Bosch WAE 2834P;31;15469,00
24.05.2019;Superstore Düsseldorf;Bosch WTE 84301;46;20654,00
24.05.2019;Superstore Düsseldorf;Brill 28 VE/RL;40;5560,00
24.05.2019;Superstore Düsseldorf;Denon DCD-710AE;26;9594,00
24.05.2019;Superstore Düsseldorf;Einhell RPM 56 S-MS;1;299,99
24.05.2019;Superstore Düsseldorf;Gardena CS Vertikutier-Boy (3395-20);16;798,40
24.05.2019;Superstore Düsseldorf;Gardena PowerMax 42 E;23;4599,77
24.05.2019;Superstore Düsseldorf;Güde GV 2400 SL;38;9462,00
24.05.2019;Superstore Düsseldorf;Jaytec DJT-20;36;3236,40
24.05.2019;Superstore Düsseldorf;Kodak Zx3 Playsport;12;1559,88
24.05.2019;Superstore Düsseldorf;LG RH-T 298;24;9839,76
24.05.2019;Superstore Düsseldorf;Miele Softtronic T 7744 C;48;35952,00
24.05.2019;Superstore Düsseldorf;Miele Softtronic W 3241 WPS;37;29600,00
24.05.2019;Superstore Düsseldorf;Numark TT1650;29;4320,71
24.05.2019;Superstore Düsseldorf;Onkyo DX-7355;24;3359,76
24.05.2019;Superstore Düsseldorf;Panasonic HDC-SD707;12;9359,88
24.05.2019;Superstore Düsseldorf;Pioneer DVR-550HX;2;939,98
24.05.2019;Superstore Düsseldorf;Samsung DVD-SR275;26;2079,74
24.05.2019;Superstore Düsseldorf;Sony CDP-XE370;21;2958,90
24.05.2019;Superstore Düsseldorf;Sony HDR-CX115;7;2792,93
24.05.2019;Superstore Düsseldorf;Sony PS-LX 300 USB;19;2622,00
24.05.2019;Superstore Düsseldorf;Technics SL-1210 MK5;33;19767,00
24.05.2019;Superstore Düsseldorf;Toshiba Camileo S20;41;4099,59
24.05.2019;Superstore Düsseldorf;Wolf-Garten 2.34 E;36;5364,00
24.05.2019;Superstore Düsseldorf;Wolf-Garten Campus 1000 V;48;4315,20
24.05.2019;Superstore Düsseldorf;Yamaha CDX-497;19;4559,81
24.05.2019;Superstore Erfurt;AEG Öko Lavatherm 59850 Sensidry;36;35964,00
24.05.2019;Superstore Erfurt;AEG Öko-Lavamat Öko Plus 1400;9;5391,00
24.05.2019;Superstore Erfurt;Bauknecht TK Care 6B;41;11479,18
24.05.2019;Superstore Erfurt;Bauknecht WA Sensitive 36 DI;38;13296,20
24.05.2019;Superstore Erfurt;BenQ DE350P;26;7019,74
24.05.2019;Superstore Erfurt;Bosch Rotak 43 LI (Modell 2009);28;11172,00
24.05.2019;Superstore Erfurt;Bosch WAE 2834P;12;5988,00
24.05.2019;Superstore Erfurt;Bosch WTE 84301;36;16164,00
24.05.2019;Superstore Erfurt;Brill 28 VE/RL;33;4587,00
24.05.2019;Superstore Erfurt;Denon DCD-710AE;40;14760,00
24.05.2019;Superstore Erfurt;Einhell RPM 56 S-MS;26;7799,74
24.05.2019;Superstore Erfurt;Gardena CS Vertikutier-Boy (3395-20);7;349,30
24.05.2019;Superstore Erfurt;Gardena PowerMax 42 E;18;3599,82
24.05.2019;Superstore Erfurt;Güde GV 2400 SL;18;4482,00
24.05.2019;Superstore Erfurt;Jaytec DJT-20;26;2337,40
24.05.2019;Superstore Erfurt;Kodak Zx3 Playsport;42;5459,58
24.05.2019;Superstore Erfurt;LG RH-T 298;17;6969,83
24.05.2019;Superstore Erfurt;Miele Softtronic T 7744 C;41;30709,00
24.05.2019;Superstore Erfurt;Miele Softtronic W 3241 WPS;45;36000,00
24.05.2019;Superstore Erfurt;Numark TT1650;18;2681,82
24.05.2019;Superstore Erfurt;Onkyo DX-7355;34;4759,66
24.05.2019;Superstore Erfurt;Panasonic HDC-SD707;23;17939,77
24.05.2019;Superstore Erfurt;Pioneer DVR-550HX;43;20209,57
24.05.2019;Superstore Erfurt;Samsung DVD-SR275;15;1199,85
24.05.2019;Superstore Erfurt;Sony CDP-XE370;16;2254,40
24.05.2019;Superstore Erfurt;Sony HDR-CX115;48;19151,52
24.05.2019;Superstore Erfurt;Sony PS-LX 300 USB;35;4830,00
24.05.2019;Superstore Erfurt;Technics SL-1210 MK5;20;11980,00
24.05.2019;Superstore Erfurt;Toshiba Camileo S20;32;3199,68
24.05.2019;Superstore Erfurt;Wolf-Garten 2.34 E;32;4768,00
24.05.2019;Superstore Erfurt;Wolf-Garten Campus 1000 V;11;988,90
24.05.2019;Superstore Erfurt;Yamaha CDX-497;25;5999,75
24.05.2019;Superstore Hamburg;AEG Öko Lavatherm 59850 Sensidry;17;16983,00
24.05.2019;Superstore Hamburg;AEG Öko-Lavamat Öko Plus 1400;49;29351,00
24.05.2019;Superstore Hamburg;Bauknecht TK Care 6B;43;12039,14
24.05.2019;Superstore Hamburg;Bauknecht WA Sensitive 36 DI;15;5248,50
24.05.2019;Superstore Hamburg;BenQ DE350P;31;8369,69
24.05.2019;Superstore Hamburg;Bosch Rotak 43 LI (Modell 2009);36;14364,00
24.05.2019;Superstore Hamburg;Bosch WAE 2834P;25;12475,00
24.05.2019;Superstore Hamburg;Bosch WTE 84301;43;19307,00
24.05.2019;Superstore Hamburg;Brill 28 VE/RL;31;4309,00
24.05.2019;Superstore Hamburg;Denon DCD-710AE;35;12915,00
24.05.2019;Superstore Hamburg;Einhell RPM 56 S-MS;1;299,99
24.05.2019;Superstore Hamburg;Gardena CS Vertikutier-Boy (3395-20);11;548,90
24.05.2019;Superstore Hamburg;Gardena PowerMax 42 E;40;7999,60
24.05.2019;Superstore Hamburg;Güde GV 2400 SL;7;1743,00
24.05.2019;Superstore Hamburg;Jaytec DJT-20;6;539,40
24.05.2019;Superstore Hamburg;Kodak Zx3 Playsport;49;6369,51
24.05.2019;Superstore Hamburg;LG RH-T 298;48;19679,52
24.05.2019;Superstore Hamburg;Miele Softtronic T 7744 C;0;0,00
24.05.2019;Superstore Hamburg;Miele Softtronic W 3241 WPS;33;26400,00
24.05.2019;Superstore Hamburg;Numark TT1650;6;893,94
24.05.2019;Superstore Hamburg;Onkyo DX-7355;19;2659,81
24.05.2019;Superstore Hamburg;Panasonic HDC-SD707;1;779,99
24.05.2019;Superstore Hamburg;Pioneer DVR-550HX;4;1879,96
24.05.2019;Superstore Hamburg;Samsung DVD-SR275;14;1119,86
24.05.2019;Superstore Hamburg;Sony CDP-XE370;46;6481,40
24.05.2019;Superstore Hamburg;Sony HDR-CX115;37;14762,63
24.05.2019;Superstore Hamburg;Sony PS-LX 300 USB;48;6624,00
24.05.2019;Superstore Hamburg;Technics SL-1210 MK5;24;14376,00
24.05.2019;Superstore Hamburg;Toshiba Camileo S20;9;899,91
24.05.2019;Superstore Hamburg;Wolf-Garten 2.34 E;33;4917,00
24.05.2019;Superstore Hamburg;Wolf-Garten Campus 1000 V;45;4045,50
24.05.2019;Superstore Hamburg;Yamaha CDX-497;27;6479,73
24.05.2019;Superstore Hannover;AEG Öko Lavatherm 59850 Sensidry;9;8991,00
24.05.2019;Superstore Hannover;AEG Öko-Lavamat Öko Plus 1400;21;12579,00
24.05.2019;Superstore Hannover;Bauknecht TK Care 6B;16;4479,68
24.05.2019;Superstore Hannover;Bauknecht WA Sensitive 36 DI;13;4548,70
24.05.2019;Superstore Hannover;BenQ DE350P;9;2429,91
24.05.2019;Superstore Hannover;Bosch Rotak 43 LI (Modell 2009);15;5985,00
24.05.2019;Superstore Hannover;Bosch WAE 2834P;37;18463,00
24.05.2019;Superstore Hannover;Bosch WTE 84301;29;13021,00
24.05.2019;Superstore Hannover;Brill 28 VE/RL;16;2224,00
24.05.2019;Superstore Hannover;Denon DCD-710AE;46;16974,00
24.05.2019;Superstore Hannover;Einhell RPM 56 S-MS;9;2699,91
24.05.2019;Superstore Hannover;Gardena CS Vertikutier-Boy (3395-20);3;149,70
24.05.2019;Superstore Hannover;Gardena PowerMax 42 E;45;8999,55
24.05.2019;Superstore Hannover;Güde GV 2400 SL;10;2490,00
24.05.2019;Superstore Hannover;Jaytec DJT-20;37;3326,30
24.05.2019;Superstore Hannover;Kodak Zx3 Playsport;1;129,99
24.05.2019;Superstore Hannover;LG RH-T 298;31;12709,69
24.05.2019;Superstore Hannover;Miele Softtronic T 7744 C;19;14231,00
24.05.2019;Superstore Hannover;Miele Softtronic W 3241 WPS;17;13600,00
24.05.2019;Superstore Hannover;Numark TT1650;28;4171,72
24.05.2019;Superstore Hannover;Onkyo DX-7355;30;4199,70
24.05.2019;Superstore Hannover;Panasonic HDC-SD707;49;38219,51
24.05.2019;Superstore Hannover;Pioneer DVR-550HX;49;23029,51
24.05.2019;Superstore Hannover;Samsung DVD-SR275;29;2319,71
24.05.2019;Superstore Hannover;Sony CDP-XE370;16;2254,40
24.05.2019;Superstore Hannover;Sony HDR-CX115;5;1994,95
24.05.2019;Superstore Hannover;Sony PS-LX 300 USB;17;2346,00
24.05.2019;Superstore Hannover;Technics SL-1210 MK5;45;26955,00
24.05.2019;Superstore Hannover;Toshiba Camileo S20;10;999,90
24.05.2019;Superstore Hannover;Wolf-Garten 2.34 E;34;5066,00
24.05.2019;Superstore Hannover;Wolf-Garten Campus 1000 V;9;809,10
24.05.2019;Superstore Hannover;Yamaha CDX-497;18;4319,82
24.05.2019;Superstore Kiel;AEG Öko Lavatherm 59850 Sensidry;4;3996,00
24.05.2019;Superstore Kiel;AEG Öko-Lavamat Öko Plus 1400;43;25757,00
24.05.2019;Superstore Kiel;Bauknecht TK Care 6B;46;12879,08
24.05.2019;Superstore Kiel;Bauknecht WA Sensitive 36 DI;19;6648,10
24.05.2019;Superstore Kiel;BenQ DE350P;45;12149,55
24.05.2019;Superstore Kiel;Bosch Rotak 43 LI (Modell 2009);18;7182,00
24.05.2019;Superstore Kiel;Bosch WAE 2834P;28;13972,00
24.05.2019;Superstore Kiel;Bosch WTE 84301;30;13470,00
24.05.2019;Superstore Kiel;Brill 28 VE/RL;6;834,00
24.05.2019;Superstore Kiel;Denon DCD-710AE;11;4059,00
24.05.2019;Superstore Kiel;Einhell RPM 56 S-MS;3;899,97
24.05.2019;Superstore Kiel;Gardena CS Vertikutier-Boy (3395-20);44;2195,60
24.05.2019;Superstore Kiel;Gardena PowerMax 42 E;0;0,00
24.05.2019;Superstore Kiel;Güde GV 2400 SL;33;8217,00
24.05.2019;Superstore Kiel;Jaytec DJT-20;24;2157,60
24.05.2019;Superstore Kiel;Kodak Zx3 Playsport;22;2859,78
24.05.2019;Superstore Kiel;LG RH-T 298;4;1639,96
24.05.2019;Superstore Kiel;Miele Softtronic T 7744 C;17;12733,00
24.05.2019;Superstore Kiel;Miele Softtronic W 3241 WPS;18;14400,00
24.05.2019;Superstore Kiel;Numark TT1650;4;595,96
24.05.2019;Superstore Kiel;Onkyo DX-7355;24;3359,76
24.05.2019;Superstore Kiel;Panasonic HDC-SD707;30;23399,70
24.05.2019;Superstore Kiel;Pioneer DVR-550HX;35;16449,65
24.05.2019;Superstore Kiel;Samsung DVD-SR275;14;1119,86
24.05.2019;Superstore Kiel;Sony CDP-XE370;26;3663,40
24.05.2019;Superstore Kiel;Sony HDR-CX115;3;1196,97
24.05.2019;Superstore Kiel;Sony PS-LX 300 USB;2;276,00
24.05.2019;Superstore Kiel;Technics SL-1210 MK5;31;18569,00
24.05.2019;Superstore Kiel;Toshiba Camileo S20;13;1299,87
24.05.2019;Superstore Kiel;Wolf-Garten 2.34 E;42;6258,00
24.05.2019;Superstore Kiel;Wolf-Garten Campus 1000 V;11;988,90
24.05.2019;Superstore Kiel;Yamaha CDX-497;36;8639,64
24.05.2019;Superstore Magdeburg;AEG Öko Lavatherm 59850 Sensidry;29;28971,00
24.05.2019;Superstore Magdeburg;AEG Öko-Lavamat Öko Plus 1400;18;10782,00
24.05.2019;Superstore Magdeburg;Bauknecht TK Care 6B;26;7279,48
24.05.2019;Superstore Magdeburg;Bauknecht WA Sensitive 36 DI;18;6298,20
24.05.2019;Superstore Magdeburg;BenQ DE350P;47;12689,53
24.05.2019;Superstore Magdeburg;Bosch Rotak 43 LI (Modell 2009);28;11172,00
24.05.2019;Superstore Magdeburg;Bosch WAE 2834P;22;10978,00
24.05.2019;Superstore Magdeburg;Bosch WTE 84301;41;18409,00
24.05.2019;Superstore Magdeburg;Brill 28 VE/RL;49;6811,00
24.05.2019;Superstore Magdeburg;Denon DCD-710AE;3;1107,00
24.05.2019;Superstore Magdeburg;Einhell RPM 56 S-MS;8;2399,92
24.05.2019;Superstore Magdeburg;Gardena CS Vertikutier-Boy (3395-20);32;1596,80
24.05.2019;Superstore Magdeburg;Gardena PowerMax 42 E;43;8599,57
24.05.2019;Superstore Magdeburg;Güde GV 2400 SL;27;6723,00
24.05.2019;Superstore Magdeburg;Jaytec DJT-20;30;2697,00
24.05.2019;Superstore Magdeburg;Kodak Zx3 Playsport;45;5849,55
24.05.2019;Superstore Magdeburg;LG RH-T 298;42;17219,58
24.05.2019;Superstore Magdeburg;Miele Softtronic T 7744 C;24;17976,00
24.05.2019;Superstore Magdeburg;Miele Softtronic W 3241 WPS;49;39200,00
24.05.2019;Superstore Magdeburg;Numark TT1650;19;2830,81
24.05.2019;Superstore Magdeburg;Onkyo DX-7355;15;2099,85
24.05.2019;Superstore Magdeburg;Panasonic HDC-SD707;16;12479,84
24.05.2019;Superstore Magdeburg;Pioneer DVR-550HX;49;23029,51
24.05.2019;Superstore Magdeburg;Samsung DVD-SR275;49;3919,51
24.05.2019;Superstore Magdeburg;Sony CDP-XE370;25;3522,50
24.05.2019;Superstore Magdeburg;Sony HDR-CX115;41;16358,59
24.05.2019;Superstore Magdeburg;Sony PS-LX 300 USB;21;2898,00
24.05.2019;Superstore Magdeburg;Technics SL-1210 MK5;28;16772,00
24.05.2019;Superstore Magdeburg;Toshiba Camileo S20;8;799,92
24.05.2019;Superstore Magdeburg;Wolf-Garten 2.34 E;5;745,00
24.05.2019;Superstore Magdeburg;Wolf-Garten Campus 1000 V;22;1977,80
24.05.2019;Superstore Magdeburg;Yamaha CDX-497;48;11519,52
24.05.2019;Superstore Mainz;AEG Öko Lavatherm 59850 Sensidry;15;14985,00
24.05.2019;Superstore Mainz;AEG Öko-Lavamat Öko Plus 1400;26;15574,00
24.05.2019;Superstore Mainz;Bauknecht TK Care 6B;29;8119,42
24.05.2019;Superstore Mainz;Bauknecht WA Sensitive 36 DI;4;1399,60
24.05.2019;Superstore Mainz;BenQ DE350P;48;12959,52
24.05.2019;Superstore Mainz;Bosch Rotak 43 LI (Modell 2009);34;13566,00
24.05.2019;Superstore Mainz;Bosch WAE 2834P;12;5988,00
24.05.2019;Superstore Mainz;Bosch WTE 84301;49;22001,00
24.05.2019;Superstore Mainz;Brill 28 VE/RL;42;5838,00
24.05.2019;Superstore Mainz;Denon DCD-710AE;20;7380,00
24.05.2019;Superstore Mainz;Einhell RPM 56 S-MS;5;1499,95
24.05.2019;Superstore Mainz;Gardena CS Vertikutier-Boy (3395-20);4;199,60
24.05.2019;Superstore Mainz;Gardena PowerMax 42 E;34;6799,66
24.05.2019;Superstore Mainz;Güde GV 2400 SL;16;3984,00
24.05.2019;Superstore Mainz;Jaytec DJT-20;0;0,00
24.05.2019;Superstore Mainz;Kodak Zx3 Playsport;46;5979,54
24.05.2019;Superstore Mainz;LG RH-T 298;1;409,99
24.05.2019;Superstore Mainz;Miele Softtronic T 7744 C;46;34454,00
24.05.2019;Superstore Mainz;Miele Softtronic W 3241 WPS;12;9600,00
24.05.2019;Superstore Mainz;Numark TT1650;34;5065,66
24.05.2019;Superstore Mainz;Onkyo DX-7355;3;419,97
24.05.2019;Superstore Mainz;Panasonic HDC-SD707;9;7019,91
24.05.2019;Superstore Mainz;Pioneer DVR-550HX;45;21149,55
24.05.2019;Superstore Mainz;Samsung DVD-SR275;15;1199,85
24.05.2019;Superstore Mainz;Sony CDP-XE370;12;1690,80
24.05.2019;Superstore Mainz;Sony HDR-CX115;34;13565,66
24.05.2019;Superstore Mainz;Sony PS-LX 300 USB;6;828,00
24.05.2019;Superstore Mainz;Technics SL-1210 MK5;32;19168,00
24.05.2019;Superstore Mainz;Toshiba Camileo S20;32;3199,68
24.05.2019;Superstore Mainz;Wolf-Garten 2.34 E;8;1192,00
24.05.2019;Superstore Mainz;Wolf-Garten Campus 1000 V;30;2697,00
24.05.2019;Superstore Mainz;Yamaha CDX-497;28;6719,72
24.05.2019;Superstore München;AEG Öko Lavatherm 59850 Sensidry;4;3996,00
24.05.2019;Superstore München;AEG Öko-Lavamat Öko Plus 1400;37;22163,00
24.05.2019;Superstore München;Bauknecht TK Care 6B;40;11199,20
24.05.2019;Superstore München;Bauknecht WA Sensitive 36 DI;21;7347,90
24.05.2019;Superstore München;BenQ DE350P;7;1889,93
24.05.2019;Superstore München;Bosch Rotak 43 LI (Modell 2009);45;17955,00
24.05.2019;Superstore München;Bosch WAE 2834P;2;998,00
24.05.2019;Superstore München;Bosch WTE 84301;16;7184,00
24.05.2019;Superstore München;Brill 28 VE/RL;28;3892,00
24.05.2019;Superstore München;Denon DCD-710AE;17;6273,00
24.05.2019;Superstore München;Einhell RPM 56 S-MS;38;11399,62
24.05.2019;Superstore München;Gardena CS Vertikutier-Boy (3395-20);23;1147,70
24.05.2019;Superstore München;Gardena PowerMax 42 E;34;6799,66
24.05.2019;Superstore München;Güde GV 2400 SL;43;10707,00
24.05.2019;Superstore München;Jaytec DJT-20;37;3326,30
24.05.2019;Superstore München;Kodak Zx3 Playsport;20;2599,80
24.05.2019;Superstore München;LG RH-T 298;33;13529,67
24.05.2019;Superstore München;Miele Softtronic T 7744 C;41;30709,00
24.05.2019;Superstore München;Miele Softtronic W 3241 WPS;28;22400,00
24.05.2019;Superstore München;Numark TT1650;48;7151,52
24.05.2019;Superstore München;Onkyo DX-7355;44;6159,56
24.05.2019;Superstore München;Panasonic HDC-SD707;3;2339,97
24.05.2019;Superstore München;Pioneer DVR-550HX;17;7989,83
24.05.2019;Superstore München;Samsung DVD-SR275;41;3279,59
24.05.2019;Superstore München;Sony CDP-XE370;49;6904,10
24.05.2019;Superstore München;Sony HDR-CX115;8;3191,92
24.05.2019;Superstore München;Sony PS-LX 300 USB;38;5244,00
24.05.2019;Superstore München;Technics SL-1210 MK5;39;23361,00
24.05.2019;Superstore München;Toshiba Camileo S20;41;4099,59
24.05.2019;Superstore München;Wolf-Garten 2.34 E;41;6109,00
24.05.2019;Superstore München;Wolf-Garten Campus 1000 V;0;0,00
24.05.2019;Superstore München;Yamaha CDX-497;41;9839,59
24.05.2019;Superstore Potsdam;AEG Öko Lavatherm 59850 Sensidry;22;21978,00
24.05.2019;Superstore Potsdam;AEG Öko-Lavamat Öko Plus 1400;28;16772,00
24.05.2019;Superstore Potsdam;Bauknecht TK Care 6B;18;5039,64
24.05.2019;Superstore Potsdam;Bauknecht WA Sensitive 36 DI;21;7347,90
24.05.2019;Superstore Potsdam;BenQ DE350P;28;7559,72
